Acronimo,Agente_libre,Altura,Anio,Anio_de_agente_libre,Anios_de_contrato,Antiguedad,Bateos,Bateos_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Carreras,Carreras_2,Carreras_ganadas,Carreras_ganadas_2,Comando,Comando_2,Control,Control_2,Dominio,Dominio_2,ERA,ERA_2,Edad,Edad_al_firmar,Equipo,Estado,Ganancias,Inning_pitched,Inning_pitched_2,Juegos,Juegos totales,Juegos_iniciados,Jugador,Losses,Losses_2,Pago_efectivo,Pennants won,Peso,Playoffs,Porcentaje_juegos,Posicion,Promedio_victorias,Saves,Saves_2,Strike_outs,Strike_outs_2,Sueldo_ajustado,Sueldo_base,Sueldo_porcentual,Sueldo_regular,TVS,TVS_2,Valor_contrato_promedio,Valor_contrato_total,Valor_del_contrato,Victorias,WAR,WAR_2,WHIP,WHIP_2,WS ganadas,Walks,Walks_2,Wins,Wins_2,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
DET,No,6.3,2019,0,1,0,76,5776,0,1,4,45,2025,36,1296,2.1142857142857143,4.470204081632653,0.43914680050188204,0.1928499123910398,0.9284818067754077,0.8620784655129256,4.07,16.5649,29,29,Detroit Tigers,Michigan,426712,79.7,6352.09,46,161,0,Nick Ramirez,4,16,426712,11,240.0,16,0.2857142857142857,RP,0.2919254658385093,0,0,74,5476,426712,555000,0.004,555000,0.0,0.0,555000,15500000,555000,47,0.99,0.9801,1.39,1.9320999999999997,4,35,1225,5,25,12.963864591583558,13.226723392728571,13.226723392728571
ATL,No,6.1,2019,2020,1,0,82,6724,0,1,6,35,1225,33,1089,7.285714285714286,53.08163265306122,0.08827238335435057,0.007792013663057428,0.6431273644388399,0.41361280689004837,3.74,13.987600000000002,34,34,Atlanta Braves,Georgia,13733500,79.3,6288.49,51,161,1,Josh Tomlin,1,1,1000000,18,190.0,25,0.3167701863354037,RP,0.6024844720496895,2,4,51,2601,1000000,1000000,0.007,1000000,65.94,4348.0836,1000000,52210000,1000000,97,1.21,1.4641,1.12,1.2544000000000002,3,7,49,2,4,13.815510557964274,13.815510557964274,13.815510557964274
MIA,No,6.0,2019,0,1,1,54,2916,0,2,2,42,1764,39,1521,2.2777777777777777,5.188271604938271,0.45743329097839897,0.2092452156953286,1.0419313850063532,1.0856210110612574,4.46,19.8916,23,22,Miami Marlins,Florida,658240,78.7,6193.6900000000005,16,162,15,Jordan Yamamoto,5,25,328240,2,185.0,2,0.09876543209876543,P,0.3518518518518518,0,0,82,6724,328240,555000,0.004,555000,0.0,0.0,555000,4500000,555000,57,1.02,1.0404,1.14,1.2995999999999999,2,36,1296,4,16,12.701500327116067,13.226723392728571,13.226723392728571
TEX,Si,6.2,2019,0,2,0,82,6724,0,2,6,48,2304,42,1764,3.272727272727273,10.710743801652894,0.28205128205128205,0.07955292570677186,0.9230769230769231,0.8520710059171599,4.85,23.522499999999997,35,35,Texas Rangers,Texas,20142094,78.0,6084.0,48,162,9,Jesse Chavez,5,25,4000000,2,175.0,8,0.2962962962962963,RP,0.4814814814814814,1,1,72,5184,4000000,4000000,0.027,4000000,0.0,0.0,4000000,47250000,8000000,78,0.79,0.6241000000000001,1.33,1.7689000000000001,0,22,484,3,9,15.201804919084164,15.201804919084164,15.201804919084164
WSH,No,6.4,2019,2025,1,1,81,6561,0,1,7,39,1521,39,1521,1.2424242424242424,1.5436179981634528,0.4230769230769231,0.17899408284023668,0.5256410256410257,0.2762984878369494,4.5,20.25,26,25,Washington Nationals,Washington DC,3296654,78.0,6084.0,21,162,12,Erick Fedde,2,4,355096,1,200.0,6,0.12962962962962962,RP,0.5740740740740741,0,0,41,1681,355096,555000,0.002,555000,0.0,0.0,555000,184550000,555000,93,0.81,0.6561000000000001,1.46,2.1315999999999997,1,33,1089,4,16,12.780143454435182,13.226723392728571,13.226723392728571
TOR,No,6.6,2019,0,1,0,75,5625,0,1,5,43,1849,38,1444,2.1724137931034484,4.719381688466112,0.3717948717948718,0.13823142669296518,0.8076923076923077,0.6523668639053255,4.39,19.2721,25,25,Toronto Blue Jays,Toronto,343160,78.0,6084.0,16,161,13,Jacob Waguespack,5,25,343160,2,235.0,7,0.09937888198757763,SP,0.4099378881987577,0,0,63,3969,343160,555000,0.003,555000,0.0,0.0,555000,15500000,555000,66,0.66,0.43560000000000004,1.33,1.7689000000000001,2,29,841,5,25,12.745952089686902,13.226723392728571,13.226723392728571
MIA,No,6.4,2019,2024,1,0,61,3721,0,2,2,39,1521,34,1156,2.282051282051282,5.2077580539119,0.5064935064935064,0.25653567212008765,1.155844155844156,1.3359757125990894,3.97,15.760900000000001,27,27,Miami Marlins,Florida,2930108,77.0,5929.0,65,162,27,Ryne Stanek,5,25,185013,2,226.0,2,0.4012345679012346,RP,0.3518518518518518,1,1,89,7921,185013,564200,0.002,564200,48.37,2339.6569,564200,4500000,564200,57,0.83,0.6889,1.3,1.6900000000000002,2,39,1521,0,0,12.128181371861892,13.243164077550032,13.243164077550032
PIT,No,6.2,2019,2024,1,0,93,8649,0,2,2,50,2500,47,2209,2.090909090909091,4.37190082644628,0.4342105263157895,0.18853878116343492,0.9078947368421053,0.8242728531855956,5.57,31.024900000000002,28,28,Pittsburgh Pirates,Pennsylvania,3182149,76.0,5776.0,35,162,5,Chris Stratton,3,9,430191,9,205.0,17,0.21604938271604937,SP,0.4259259259259259,0,0,69,4761,430191,567500,0.006,567500,6.9,47.61000000000001,567500,4800000,567500,69,1.1762227602905562,1.3834999818255351,1.66,2.7556,5,33,1089,1,1,12.971984575094838,13.248996028337695,13.248996028337695
HOU,No,6.2,2019,2020,1,1,62,3844,0,2,3,41,1681,39,1521,2.7333333333333334,7.471111111111111,0.40160642570281124,0.16128772116578766,1.0977242302543506,1.2049984856875067,4.7,22.090000000000003,32,31,Houston Astros,Texas,16754315,74.7,5580.09,35,161,8,Collin McHugh,5,25,5800000,3,190.0,13,0.21739130434782608,RP,0.6583850931677019,0,0,82,6724,5800000,5800000,0.034,5800000,0.0,0.0,5800000,42250000,5800000,106,0.26,0.06760000000000001,1.23,1.5129,1,30,900,4,16,15.573368475516649,15.573368475516649,15.573368475516649
STL,No,6.2,2019,2025,1,0,44,1936,0,2,1,19,361,19,361,5.8125,33.78515625,0.21621621621621623,0.04674945215485757,1.2567567567567568,1.579437545653762,2.31,5.3361,27,27,St. Louis Cardinals,Missouri,765625,74.0,5476.0,67,162,0,Giovanny Gallegos,2,4,522200,23,215.0,29,0.41358024691358025,RP,0.5617283950617284,1,1,93,8649,522200,555000,0.003,555000,91.96,8456.641599999999,555000,25000000,555000,91,2.2,4.840000000000001,0.81,0.6561000000000001,11,16,256,3,9,13.165805935247166,13.226723392728571,13.226723392728571
BAL,No,6.7,2019,0,1,0,63,3969,0,1,1,42,1764,38,1444,1.7317073170731707,2.998810232004759,0.5593451568894953,0.3128670045357341,0.9686221009549796,0.9382287744584387,4.66,21.715600000000002,24,24,Baltimore Orioles,Maryland,1882040,73.3,5372.889999999999,65,161,0,Miguel Castro,3,9,569000,7,205.0,14,0.40372670807453415,RP,0.3354037267080745,2,4,71,5041,569000,569000,0.008,569000,39.34,1547.6356000000003,569000,800000,569000,54,0.5,0.25,1.42,2.0164,3,41,1681,1,1,13.251635713108469,13.251635713108469,13.251635713108469
PIT,No,6.2,2019,0,1,0,82,6724,0,2,2,43,1849,40,1600,2.2777777777777777,5.188271604938271,0.2455661664392906,0.060302742099689374,0.5593451568894953,0.3128670045357341,4.91,24.1081,24,24,Pittsburgh Pirates,Pennsylvania,217832,73.3,5372.889999999999,15,162,14,Dario Agrazal,5,25,217832,9,240.0,17,0.09259259259259259,SP,0.4259259259259259,0,0,41,1681,217832,555000,0.003,555000,0.0,0.0,555000,4800000,555000,69,0.59,0.34809999999999997,1.36,1.8496000000000004,5,18,324,4,16,12.291479402472042,13.226723392728571,13.226723392728571
WSH,Si,6.3,2019,2020,1,1,56,3136,0,1,7,25,625,20,400,2.6296296296296298,6.914951989026064,0.3698630136986301,0.13679864890223306,0.9726027397260274,0.9459560893225746,2.47,6.100900000000001,32,31,Washington Nationals,Washington DC,19035107,73.0,5329.0,69,162,1,Daniel Hudson,3,9,491965,1,215.0,6,0.42592592592592593,RP/CL,0.5740740740740741,8,64,71,5041,491965,1500000,0.003,1500000,79.69,6350.496099999999,1500000,184550000,1500000,93,0.95,0.9025,1.14,1.2995999999999999,1,27,729,9,81,13.10616285473262,14.22097566607244,14.22097566607244
SD,No,6.4,2019,0,1,0,62,3844,0,5,4,38,1444,33,1089,3.5,12.25,0.410958904109589,0.16888722086695437,1.4383561643835616,2.0688684556201915,4.07,16.5649,26,26,San Diego Padres,California,1602390,73.0,5329.0,14,162,14,Dinelson Lamet,5,25,566700,2,187.0,5,0.08641975308641975,SP,0.4320987654320987,0,0,105,11025,566700,566700,0.006,566700,0.0,0.0,566700,326000000,566700,70,0.65,0.42250000000000004,1.26,1.5876000000000001,0,30,900,3,9,13.247585342157711,13.247585342157711,13.247585342157711
TOR,No,6.0,2019,2025,1,1,73,5329,0,1,5,51,2601,50,2500,2.225806451612903,4.954214360041623,0.4246575342465753,0.18033402139238128,0.9452054794520548,0.8934133983861888,6.16,37.9456,25,24,Toronto Blue Jays,Toronto,854659,73.0,5329.0,37,161,7,Thomas Pannone,6,36,298089,2,200.0,7,0.22981366459627328,RP,0.4099378881987577,0,0,69,4761,298089,560100,0.003,560100,0.0,0.0,560100,15500000,560100,66,1.1762227602905562,1.3834999818255351,1.42,2.0164,2,31,961,3,9,12.605147378616325,13.235870618197923,13.235870618197923
CHW,No,6.2,2019,0,1,0,78,6084,0,2,3,51,2601,46,2116,2.3142857142857145,5.3559183673469395,0.4794520547945205,0.2298742728466879,1.1095890410958904,1.2311878401200975,5.67,32.1489,23,23,Chicago White Sox,Illinois,1765576,73.0,5329.0,15,161,15,Dylan Cease,7,49,265576,6,195.0,9,0.09316770186335403,SP,0.4472049689440994,0,0,81,6561,265576,555000,0.003,555000,0.0,0.0,555000,24500000,555000,72,1.1762227602905562,1.3834999818255351,1.55,2.4025000000000003,3,35,1225,4,16,12.48965633105579,13.226723392728571,13.226723392728571
LAA,No,6.0,2019,0,1,0,58,3364,0,5,4,20,400,20,400,4.6875,21.97265625,0.2200825309491059,0.04843632042896416,1.031636863823934,1.064274618800482,2.48,6.1504,28,28,Los Angeles Angels,California,3835526,72.7,5285.29,71,161,1,Hansel Robles,1,1,1400000,1,220.0,10,0.4409937888198758,RP,0.4472049689440994,23,529,75,5625,1400000,1400000,0.009,1400000,97.41,9488.7081,1400000,31000000,1400000,72,2.81,7.896100000000001,1.02,1.0404,1,16,256,5,25,14.151982794585487,14.151982794585487,14.151982794585487
ATL,No,6.2,2019,0,1,0,76,5776,0,1,6,34,1156,31,961,4.076923076923077,16.621301775147927,0.3576341127922971,0.1279021586327335,1.4580467675378266,2.125900376327505,3.84,14.7456,27,27,Atlanta Braves,Georgia,3648219,72.7,5285.29,71,161,0,Luke Jackson,2,4,585000,18,210.0,25,0.4409937888198758,RP,0.6024844720496895,18,324,106,11236,585000,585000,0.004,585000,71.36,5092.2496,585000,52210000,585000,97,0.86,0.7395999999999999,1.4,1.9599999999999997,3,26,676,9,81,13.279367126213993,13.279367126213993,13.279367126213993
STL,No,6.1,2019,0,1,1,59,3481,0,2,1,31,961,29,841,3.2222222222222223,10.382716049382717,0.3713892709766162,0.13792999059654248,1.1966987620357634,1.4320879270579288,3.59,12.8881,29,28,St. Louis Cardinals,Missouri,1311476,72.7,5285.29,66,162,0,John Brebbia,4,16,569300,23,200.0,29,0.4074074074074074,RP,0.5617283950617284,0,0,87,7569,569300,569300,0.003,569300,63.85,4076.8225,569300,25000000,569300,91,0.69,0.4760999999999999,1.18,1.3923999999999999,11,27,729,3,9,13.252162814939172,13.252162814939172,13.252162814939172
LAA,No,6.6,2019,2025,1,1,69,4761,0,5,4,34,1156,32,1024,3.652173913043478,13.33837429111531,0.31811894882434305,0.101199665601105,1.161825726141079,1.3498390179232453,3.98,15.8404,26,25,Los Angeles Angels,California,1992030,72.3,5227.29,72,161,0,Ty Buttrey,7,49,557250,1,240.0,10,0.4472049689440994,RP,0.4472049689440994,2,4,84,7056,557250,557250,0.004,557250,61.24,3750.3376000000003,557250,31000000,557250,72,1.18,1.3923999999999999,1.27,1.6129,1,23,529,6,36,13.230769251248116,13.230769251248116,13.230769251248116
SD,No,6.2,2019,2023,1,1,69,4761,0,5,4,34,1156,32,1024,3.0555555555555554,9.33641975308642,0.25,0.0625,0.7638888888888888,0.5835262345679012,4.0,16.0,26,25,San Diego Padres,California,1825681,72.0,5184.0,47,162,1,Luis Perdomo,4,16,435664,2,185.0,5,0.29012345679012347,RP,0.4320987654320987,0,0,55,3025,435664,555000,0.004,555000,0.0,0.0,555000,326000000,555000,70,0.73,0.5328999999999999,1.21,1.4641,0,18,324,2,4,12.984626583031988,13.226723392728571,13.226723392728571
COL,No,6.1,2019,2022,3,1,69,4761,0,1,1,44,1936,43,1849,2.0,4.0,0.4027777777777778,0.16222993827160495,0.8055555555555556,0.6489197530864198,5.38,28.944399999999998,31,30,Colorado Rockies,Colorado,27381200,72.0,5184.0,70,161,1,Bryan Shaw,2,4,8500000,1,226.0,5,0.43478260869565216,RP,0.4347826086956521,1,1,58,3364,8500000,8500000,0.054,8500000,5.91,34.9281,9000000,24000000,27000000,70,0.25,0.0625,1.36,1.8496000000000004,0,29,841,3,9,15.955576721460545,15.955576721460545,15.955576721460545
COL,No,6.6,2019,0,1,0,70,4900,0,1,1,34,1156,30,900,3.5217391304347827,12.40264650283554,0.3194444444444444,0.10204475308641973,1.125,1.265625,3.75,14.0625,26,26,Colorado Rockies,Colorado,1575680,72.0,5184.0,71,161,0,Carlos Estevez,2,4,540104,1,277.0,5,0.4409937888198758,RP,0.4347826086956521,0,0,81,6561,540104,555000,0.003,555000,52.67,2774.1289,555000,24000000,555000,70,1.25,1.5625,1.29,1.6641000000000001,0,23,529,2,4,13.199516992589476,13.226723392728571,13.226723392728571
SEA,No,6.3,2019,2020,7,7,85,7225,857142,1,3,58,3364,51,2601,2.28,5.1983999999999995,0.34867503486750345,0.12157427993985474,0.7949790794979079,0.631991736839341,6.41,41.088100000000004,33,26,Seattle Mariners,Washington,221334994,71.7,5140.89,15,162,15,Felix Hernandez,8,64,27857142,0,225.0,4,0.09259259259259259,SP,0.419753086419753,0,0,57,3249,27857142,27000000,0.193,27857142,0.0,0.0,25000000,4450000,175000000,68,1.1762227602905562,1.3834999818255351,1.53,2.3409,0,25,625,1,1,17.142599936703476,17.111347423968603,17.142599936703476
ARI,No,6.4,2019,2022,1,0,67,4489,0,1,4,30,900,28,784,2.4166666666666665,5.840277777777777,0.502092050209205,0.2520964268832828,1.213389121338912,1.4723131597836172,3.52,12.3904,26,26,Arizona Diamondbacks,Arizona,8707514,71.7,5140.89,66,162,1,Archie Bradley,5,25,1830000,1,215.0,6,0.4074074074074074,CL,0.5246913580246914,18,324,87,7569,1830000,1830000,0.015,1830000,0.0,0.0,1830000,11600000,1830000,85,1.1762227602905562,1.3834999818255351,1.44,2.0736,1,36,1296,4,16,14.419826524817603,14.419826524817603,14.419826524817603
PHI,No,5.919150943396228,2019,2021,2,1,57,3249,0,2,4,37,1369,32,1024,2.0,4.0,0.37868162692847124,0.14339977457319386,0.7573632538569425,0.5735990982927754,4.04,16.3216,33,32,Philadelphia Phillies,Pennsylvania,11870236,71.3,5083.69,72,162,0,Jared Hughes,5,25,525550,7,240.0,14,0.4444444444444444,RP,0.5,1,1,54,2916,525550,2125000,0.003,2125000,34.0,1156.0,2250000,403000000,4500000,81,0.18,0.0324,1.18,1.3923999999999999,2,27,729,5,25,13.172200612251501,14.569282360340654,14.569282360340654
WSH,No,6.4,2019,2025,1,0,64,4096,0,1,7,36,1296,36,1296,3.1153846153846154,9.705621301775148,0.364656381486676,0.1329742765589562,1.1360448807854138,1.290597971158745,4.54,20.6116,27,27,Washington Nationals,Washington DC,922890,71.3,5083.69,78,162,0,Wander Suero,9,81,562500,1,211.0,6,0.48148148148148145,RP,0.5740740740740741,1,1,81,6561,562500,562500,0.003,562500,57.54,3310.8516,562500,184550000,562500,93,0.47,0.22089999999999999,1.26,1.5876000000000001,1,26,676,6,36,13.240146413060712,13.240146413060712,13.240146413060712
ARI,No,6.2,2019,2022,1,0,72,5184,0,1,4,37,1369,37,1369,2.925925925925926,8.561042524005488,0.38189533239038187,0.14584404490156025,1.1173974540311173,1.248577070275223,4.71,22.1841,29,29,Arizona Diamondbacks,Arizona,3418312,70.7,4998.490000000001,54,162,0,Matt Andriese,5,25,920000,1,215.0,6,0.3333333333333333,RP,0.5246913580246914,1,1,79,6241,920000,920000,0.008,920000,38.17,1456.9489,920000,11600000,920000,85,0.05,0.0025000000000000005,1.4,1.9599999999999997,1,27,729,5,25,13.732128949025222,13.732128949025222,13.732128949025222
KC,No,6.3,2019,2025,1,0,64,4096,0,2,5,33,1089,33,1089,2.4864864864864864,6.182615047479912,0.5263157894736842,0.27700831024930744,1.3086770981507825,1.7126357472243527,4.22,17.8084,26,26,Kansas City Royals,Missouri,964265,70.3,4942.089999999999,61,162,0,Scott Barlow,3,9,650000,4,210.0,9,0.3765432098765432,P,0.3580246913580246,1,1,92,8464,604635,650000,0.006,650000,0.0,0.0,650000,15700000,650000,58,1.0,1.0,1.44,2.0736,2,37,1369,3,9,13.31238024916569,13.38472764187182,13.38472764187182
PIT,No,6.3,2019,2020,1,0,60,3600,0,2,2,32,1024,27,729,1.8,3.24,0.5,0.25,0.9,0.81,3.47,12.0409,35,35,Pittsburgh Pirates,Pennsylvania,65093000,70.0,4900.0,69,162,0,Francisco Liriano,3,9,1800000,9,218.0,17,0.42592592592592593,RP,0.4259259259259259,0,0,63,3969,1800000,1800000,0.025,1800000,51.53,2655.3409,1800000,4800000,1800000,69,1.0,1.0,1.36,1.8496000000000004,5,35,1225,5,25,14.403297222866392,14.403297222866392,14.403297222866392
COL,No,6.5,2019,2024,1,1,77,5929,0,1,1,51,2601,51,2601,2.0,4.0,0.4857142857142857,0.23591836734693877,0.9714285714285714,0.9436734693877551,6.56,43.03359999999999,26,25,Colorado Rockies,Colorado,3779947,70.0,4900.0,18,161,15,Jeff Hoffman,6,36,199928,1,235.0,5,0.11180124223602485,SP,0.4347826086956521,0,0,68,4624,199928,555000,0.001,555000,6.08,36.9664,555000,24000000,555000,70,0.02,0.0004,1.59,2.5281000000000002,0,34,1156,2,4,12.205712580714618,13.226723392728571,13.226723392728571
TB,No,6.2,2019,2024,1,1,45,2025,0,2,2,19,361,18,324,7.384615384615385,54.53254437869823,0.18571428571428572,0.03448979591836735,1.3714285714285714,1.8808163265306124,2.31,5.3361,28,27,Tampa Bay Rays,Florida,1238069,70.0,4900.0,66,161,0,Emilio Pagan,2,4,492360,1,208.0,5,0.40993788819875776,RP,0.5962732919254659,20,400,96,9216,492360,555000,0.008,555000,96.44,9300.6736,555000,33500000,555000,96,2.29,5.2441,0.83,0.6889,0,13,169,4,16,13.106965435224232,13.226723392728571,13.226723392728571
CHW,No,6.5,2019,2020,1,1,86,7396,0,2,3,54,2916,51,2601,1.7037037037037037,2.9026063100137174,0.3873744619799139,0.15005897379422775,0.6599713055954088,0.4355621242093085,6.59,43.4281,33,32,Chicago White Sox,Illinois,17061783,69.7,4858.09,18,161,12,Ross Detwiler,5,25,280496,6,210.0,9,0.11180124223602485,RP,0.4472049689440994,0,0,46,2116,280496,555000,0.003,555000,0.0,0.0,555000,24500000,555000,72,1.1762227602905562,1.3834999818255351,1.62,2.6244000000000005,3,27,729,3,9,12.544314743593656,13.226723392728571,13.226723392728571
LAD,No,6.0,2019,0,1,1,43,1849,0,5,3,30,900,24,576,3.0,9.0,0.3299856527977044,0.10889053105232713,0.9899569583931133,0.9800147794709442,3.1,9.610000000000001,31,30,Los Angeles Dodgers,California,5662692,69.7,4858.09,71,161,0,Pedro Baez,2,4,2100000,25,232.0,33,0.4409937888198758,RP,0.6521739130434783,1,1,69,4761,2100000,2100000,0.01,2100000,70.59,4982.9481000000005,2100000,85000000,2100000,105,0.45,0.2025,0.95,0.9025,6,23,529,7,49,14.557447902693651,14.557447902693651,14.557447902693651
OAK,Si,6.3,2019,2021,2,1,51,2601,0,5,6,33,1089,33,1089,3.95,15.602500000000001,0.2898550724637681,0.08401596303297627,1.144927536231884,1.310859063222012,4.3,18.49,35,34,Oakland Athletics,California,61556499,69.0,4761.0,71,162,0,Joakim Soria,4,16,6500000,15,205.0,28,0.4382716049382716,RP/CL,0.5987654320987654,1,1,79,6241,6500000,6500000,0.07,6500000,27.84,775.0656,7500000,37600000,15000000,97,0.52,0.27040000000000003,1.03,1.0609,9,20,400,2,4,15.687312734865866,15.687312734865866,15.687312734865866
MIN,No,6.3,2019,0,1,0,58,3364,0,1,4,20,400,20,400,8.181818181818182,66.94214876033058,0.15942028985507245,0.025414828817475317,1.3043478260869565,1.7013232514177694,2.61,6.812099999999999,28,28,Minnesota Twins,Minnesota,3134585,69.0,4761.0,60,162,0,Taylor Rogers,4,16,1525000,6,190.0,16,0.37037037037037035,RP,0.6234567901234568,30,900,90,8100,1525000,1525000,0.012,1525000,97.49,9504.300099999999,1525000,46800000,1525000,101,2.63,6.916899999999999,1.0,1.0,3,11,121,2,4,14.237504968023648,14.237504968023648,14.237504968023648
HOU,No,6.3,2019,0,1,0,69,4761,0,2,3,39,1521,37,1369,3.4285714285714284,11.755102040816325,0.30434782608695654,0.09262759924385634,1.0434782608695652,1.0888468809073724,4.83,23.3289,28,28,Houston Astros,Texas,3186200,69.0,4761.0,61,161,1,Chris Devenski,3,9,1525000,3,210.0,13,0.37888198757763975,RP,0.6583850931677019,0,0,72,5184,1525000,1525000,0.009,1525000,19.92,396.80640000000005,1525000,42250000,1525000,106,1.1762227602905562,1.3834999818255351,1.3,1.6900000000000002,1,21,441,2,4,14.237504968023648,14.237504968023648,14.237504968023648
NYY,No,6.3,2019,2023,1,1,66,4356,0,2,5,35,1225,32,1024,5.157894736842105,26.60387811634349,0.2753623188405797,0.07582440663726107,1.4202898550724639,2.0172232724217602,4.17,17.3889,28,27,New York Yankees,New York,1837556,69.0,4761.0,54,162,15,Chad Green,4,16,540792,40,215.0,55,0.3333333333333333,RP,0.6358024691358025,2,4,98,9604,540792,598650,0.002,598650,47.47,2253.4009,598650,124555000,598650,103,0.46,0.2116,1.23,1.5129,27,19,361,4,16,13.200790010702066,13.30243239914499,13.30243239914499
TEX,No,6.0,2019,2025,4,0,52,2704,500000,2,6,34,1156,33,1089,2.5641025641025643,6.574621959237345,0.5676855895196506,0.32226692854827327,1.455604075691412,2.11878322516945,4.33,18.7489,25,25,Texas Rangers,Texas,4151454,68.7,4719.6900000000005,70,162,3,Jose Leclerc,4,16,3000000,2,190.0,8,0.43209876543209874,RP/CL,0.4814814814814814,14,196,100,10000,1500000,1000000,0.01,1500000,50.75,2575.5625,3687500,47250000,14750000,78,1.45,2.1025,1.33,1.7689000000000001,0,39,1521,2,4,14.22097566607244,13.815510557964274,14.22097566607244
TB,No,6.3,2019,2025,1,1,59,3481,0,2,2,32,1024,26,676,3.1153846153846154,9.705621301775148,0.37845705967976706,0.14322974602145477,1.1790393013100435,1.3901336740336756,3.41,11.628100000000002,25,24,Tampa Bay Rays,Florida,907240,68.7,4719.6900000000005,66,161,6,Diego Castillo,8,64,561500,1,250.0,5,0.40993788819875776,RP,0.5962732919254659,8,64,81,6561,561500,561500,0.009,561500,62.78,3941.3284000000003,561500,33500000,561500,96,0.47,0.22089999999999999,1.24,1.5376,0,26,676,5,25,13.238367053160635,13.238367053160635,13.238367053160635
MIA,No,5.919150943396228,2019,2022,5,3,87,7569,0,2,2,54,2916,50,2500,3.5,12.25,0.2635431918008785,0.06945501394459462,0.9224011713030748,0.8508239208212842,6.59,43.4281,33,30,Miami Marlins,Florida,73916000,68.3,4664.889999999999,45,162,0,Wei-Yin Chen,1,1,10000000,2,200.0,2,0.2777777777777778,RP,0.3518518518518518,0,0,63,3969,20000000,20000000,0.265,20000000,0.0,0.0,16000000,4500000,80000000,57,1.1762227602905562,1.3834999818255351,1.54,2.3716,2,18,324,0,0,16.811242831518264,16.811242831518264,16.811242831518264
